,
1e-06,3.8025e+09
3.5e-06,3.2786e+09
1.1e-05,2.6384e+09
3.35e-05,1.8801e+09
0.000101,1.0474e+09
0.00025,4.796e+08
0.000542,2.0922e+08
0.001109,1.0915e+08
0.002209,7.9487e+07
0.004339,7.0308e+07
0.008339,6.3334e+07
0.017679,5.2809e+07
0.040079,3.9066e+07
0.071679,2.8998e+07
0.11998,2.1509e+07
0.19988,1.5946e+07
0.34288,1.1776e+07
0.61288,8.6225e+06
0.99988,6.6082e+06
1.4539,5.3703e+06
2.4179,4.1394e+06
4.0879,3.1711e+06
7.3379,2.3711e+06
9.9979,1.9987e+06
15.118,1.6189e+06
19.998,1.3954e+06
30.998,1.1283e+06
40.998,9.7701e+05
50.998,8.7264e+05
59.998,8.0187e+05
70.598,7.3821e+05
74.018,7.1961e+05
91.018,6.5126e+05
105.02,6.0685e+05
121.02,5.6637e+05
147.42,5.165e+05
151.97,5.085e+05
181.97,4.6769e+05
212.97,4.3464e+05
243.97,4.0794e+05
273.97,3.8645e+05
304.97,3.6769e+05
334.97,3.5205e+05
365.97,3.38e+05
432.07,3.1434e+05
597.07,2.756e+05
731.07,2.526e+05
1096.1,2.156e+05
1461.1,1.9169e+05
1827.1,1.7486e+05
2192.1,1.6234e+05
2557.1,1.5259e+05
2922.1,1.4474e+05
3288.1,1.3818e+05
3653.1,1.3272e+05
4018.1,1.2803e+05
4383.1,1.2395e+05
4749.1,1.2035e+05
5114.1,1.1717e+05
5479.1,1.1432e+05
5844.1,1.1175e+05
6210.1,1.0941e+05
6575.1,1.0728e+05
6940.1,1.0532e+05
7305.1,1.0352e+05
7671.1,1.0184e+05
8036.1,1.0028e+05
8401.1,98833
8766.1,97474
9132.1,96195
9497.1,94993
9862.1,93859
10227,92785
10593,91763
10958,90795
