,
1e-06,2.0461e+10
3.5e-06,8.7693e+09
1.1e-05,4.6833e+09
3.35e-05,2.4633e+09
0.000101,1.0312e+09
0.00025,3.5567e+08
0.000542,1.1006e+08
0.001109,3.6651e+07
0.002209,1.9688e+07
0.004339,1.7e+07
0.008339,1.6603e+07
0.017679,1.6209e+07
0.040079,1.5379e+07
0.071679,1.4362e+07
0.11998,1.3081e+07
0.19988,1.1467e+07
0.34288,9.5261e+06
0.61288,7.4521e+06
0.99988,5.882e+06
1.4539,4.8713e+06
2.4179,3.873e+06
4.0879,3.0795e+06
7.3379,2.3873e+06
9.9979,2.048e+06
15.118,1.6844e+06
19.998,1.4633e+06
30.998,1.191e+06
40.998,1.0308e+06
50.998,9.2184e+05
59.998,8.4742e+05
70.598,7.8002e+05
74.018,7.6095e+05
91.018,6.8721e+05
105.02,6.4058e+05
121.02,5.9741e+05
147.42,5.4405e+05
151.97,5.3634e+05
181.97,4.9221e+05
212.97,4.572e+05
243.97,4.2888e+05
273.97,4.0613e+05
304.97,3.8619e+05
334.97,3.6965e+05
365.97,3.5475e+05
432.07,3.2948e+05
597.07,2.8791e+05
731.07,2.6394e+05
1096.1,2.2418e+05
1461.1,1.9925e+05
1827.1,1.8163e+05
2192.1,1.6851e+05
2557.1,1.5829e+05
2922.1,1.5006e+05
3288.1,1.4325e+05
3653.1,1.3753e+05
4018.1,1.3263e+05
4383.1,1.2836e+05
4749.1,1.246e+05
5114.1,1.2127e+05
5479.1,1.1829e+05
5844.1,1.156e+05
6210.1,1.1314e+05
6575.1,1.1091e+05
6940.1,1.0885e+05
7305.1,1.0696e+05
7671.1,1.052e+05
8036.1,1.0356e+05
8401.1,1.0204e+05
8766.1,1.0061e+05
9132.1,99262
9497.1,97998
9862.1,96804
10227,95675
10593,94600
10958,93581
