,
1e-06,3.8413e+09
3.5e-06,3.3243e+09
1.1e-05,2.7238e+09
3.35e-05,2.0432e+09
0.000101,1.3035e+09
0.00025,7.4915e+08
0.000542,4.2166e+08
0.001109,2.4723e+08
0.002209,1.5565e+08
0.004339,1.0419e+08
0.008339,7.2763e+07
0.017679,4.9593e+07
0.040079,3.3003e+07
0.071679,2.4208e+07
0.11998,1.8447e+07
0.19988,1.4184e+07
0.34288,1.0814e+07
0.61288,8.1134e+06
0.99988,6.3178e+06
1.4539,5.1865e+06
2.4179,4.038e+06
4.0879,3.1192e+06
7.3379,2.3487e+06
9.9979,1.9871e+06
15.118,1.6155e+06
19.998,1.3957e+06
30.998,1.1316e+06
40.998,9.8153e+05
50.998,8.7773e+05
59.998,8.0715e+05
70.598,7.4355e+05
74.018,7.2496e+05
91.018,6.5656e+05
105.02,6.1207e+05
121.02,5.7146e+05
147.42,5.2137e+05
151.97,5.1332e+05
181.97,4.7226e+05
212.97,4.3899e+05
243.97,4.1209e+05
273.97,3.9042e+05
304.97,3.715e+05
334.97,3.5573e+05
365.97,3.4155e+05
432.07,3.1767e+05
597.07,2.7854e+05
731.07,2.5531e+05
1096.1,2.1793e+05
1461.1,1.9379e+05
1827.1,1.768e+05
2192.1,1.6417e+05
2557.1,1.5433e+05
2922.1,1.4641e+05
3288.1,1.3985e+05
3653.1,1.3433e+05
4018.1,1.296e+05
4383.1,1.2548e+05
4749.1,1.2185e+05
5114.1,1.1863e+05
5479.1,1.1575e+05
5844.1,1.1315e+05
6210.1,1.1078e+05
6575.1,1.0861e+05
6940.1,1.0663e+05
7305.1,1.048e+05
7671.1,1.0309e+05
8036.1,1.0151e+05
8401.1,1.0004e+05
8766.1,98655
9132.1,97354
9497.1,96128
9862.1,94973
10227,93879
10593,92839
10958,91852
