,
1e-06,2.0997e+10
3.5e-06,9.1131e+09
1.1e-05,4.8881e+09
3.35e-05,2.6041e+09
0.000101,1.1342e+09
0.00025,4.2818e+08
0.000542,1.6543e+08
0.001109,8.5867e+07
0.002209,6.6885e+07
0.004339,6.1764e+07
0.008339,5.7234e+07
0.017679,4.9571e+07
0.040079,3.8418e+07
0.071679,2.941e+07
0.11998,2.2119e+07
0.19988,1.6389e+07
0.34288,1.2016e+07
0.61288,8.7388e+06
0.99988,6.673e+06
1.4539,5.4119e+06
2.4179,4.1645e+06
4.0879,3.1867e+06
7.3379,2.3799e+06
9.9979,2.0051e+06
15.118,1.6232e+06
19.998,1.3986e+06
30.998,1.1304e+06
40.998,9.7869e+05
50.998,8.7201e+05
59.998,8.0155e+05
70.598,7.375e+05
74.018,7.1951e+05
91.018,6.4977e+05
105.02,6.058e+05
121.02,5.6525e+05
147.42,5.1508e+05
151.97,5.0781e+05
181.97,4.6646e+05
212.97,4.3366e+05
243.97,4.0722e+05
273.97,3.8602e+05
304.97,3.6753e+05
334.97,3.5223e+05
365.97,3.3852e+05
432.07,3.1553e+05
597.07,2.7875e+05
731.07,2.5795e+05
1096.1,2.2452e+05
1461.1,2.0361e+05
1827.1,1.8865e+05
2192.1,1.7729e+05
2557.1,1.6822e+05
2922.1,1.6072e+05
3288.1,1.5434e+05
3653.1,1.4884e+05
4018.1,1.4401e+05
4383.1,1.3973e+05
4749.1,1.3589e+05
5114.1,1.3243e+05
5479.1,1.2929e+05
5844.1,1.2642e+05
6210.1,1.2378e+05
6575.1,1.2135e+05
6940.1,1.191e+05
7305.1,1.1701e+05
7671.1,1.1505e+05
8036.1,1.1323e+05
8401.1,1.1151e+05
8766.1,1.0991e+05
9132.1,1.0838e+05
9497.1,1.0695e+05
9862.1,1.0559e+05
10227,1.043e+05
10593,1.0307e+05
10958,1.019e+05
